ImageCLEFmedical_Caption_2024_test_000001,C0002978
ImageCLEFmedical_Caption_2024_test_000002,C0002978
ImageCLEFmedical_Caption_2024_test_000003,C0000726;C1306645
ImageCLEFmedical_Caption_2024_test_000004,C0000726;C1306645
ImageCLEFmedical_Caption_2024_test_000005,C0024485
ImageCLEFmedical_Caption_2024_test_000006,C0041618
ImageCLEFmedical_Caption_2024_test_000007,C0040405;C0225897
ImageCLEFmedical_Caption_2024_test_000008,C0041618;C0225897
ImageCLEFmedical_Caption_2024_test_000009,C0041618
ImageCLEFmedical_Caption_2024_test_000010,C0225883;C0040405;C0003483
ImageCLEFmedical_Caption_2024_test_000011,
ImageCLEFmedical_Caption_2024_test_000013,C1306645;C0037303
ImageCLEFmedical_Caption_2024_test_000014,C0040405
ImageCLEFmedical_Caption_2024_test_000015,C0000726;C1306645
ImageCLEFmedical_Caption_2024_test_000016,C0030797;C1306645
ImageCLEFmedical_Caption_2024_test_000017,C0817096;C1306645
ImageCLEFmedical_Caption_2024_test_000018,C0024485
ImageCLEFmedical_Caption_2024_test_000019,C0817096;C1306645
ImageCLEFmedical_Caption_2024_test_000020,C1306645;C1140618
ImageCLEFmedical_Caption_2024_test_000021,C0023216;C1306645
ImageCLEFmedical_Caption_2024_test_000022,C0040405
ImageCLEFmedical_Caption_2024_test_000023,C0040405
ImageCLEFmedical_Caption_2024_test_000025,C0817096;C1306645
ImageCLEFmedical_Caption_2024_test_000026,C0023216;C1306645
ImageCLEFmedical_Caption_2024_test_000027,C0040405
ImageCLEFmedical_Caption_2024_test_000028,C1306645;C0006141
ImageCLEFmedical_Caption_2024_test_000029,C0024485
ImageCLEFmedical_Caption_2024_test_000030,C0024485
ImageCLEFmedical_Caption_2024_test_000031,C0024485
ImageCLEFmedical_Caption_2024_test_000032,C0040405
ImageCLEFmedical_Caption_2024_test_000033,C0041618
ImageCLEFmedical_Caption_2024_test_000034,C0041618
ImageCLEFmedical_Caption_2024_test_000035,C0024485
ImageCLEFmedical_Caption_2024_test_000012,C0024485
ImageCLEFmedical_Caption_2024_test_000024,C0041618
ImageCLEFmedical_Caption_2024_test_000036,C0000726;C1306645
ImageCLEFmedical_Caption_2024_test_000048,C0000726;C1306645
ImageCLEFmedical_Caption_2024_test_000060,C0041618
ImageCLEFmedical_Caption_2024_test_000072,C0040405
ImageCLEFmedical_Caption_2024_test_000084,C1261316;C0002978
ImageCLEFmedical_Caption_2024_test_000096,C0040405
ImageCLEFmedical_Caption_2024_test_000108,C0002978
ImageCLEFmedical_Caption_2024_test_000120,C0002978
ImageCLEFmedical_Caption_2024_test_000037,C0024485
ImageCLEFmedical_Caption_2024_test_000038,C0040405
ImageCLEFmedical_Caption_2024_test_000039,C0041618
ImageCLEFmedical_Caption_2024_test_000040,C0040405
ImageCLEFmedical_Caption_2024_test_000041,C0041618
ImageCLEFmedical_Caption_2024_test_000042,C0000726;C1306645
ImageCLEFmedical_Caption_2024_test_000043,C0040405
ImageCLEFmedical_Caption_2024_test_000044,C0024485
ImageCLEFmedical_Caption_2024_test_000045,C0032743;C1699633
ImageCLEFmedical_Caption_2024_test_000046,C0024485
ImageCLEFmedical_Caption_2024_test_000047,C0040405
ImageCLEFmedical_Caption_2024_test_000049,C0041618
ImageCLEFmedical_Caption_2024_test_000050,C0024485
ImageCLEFmedical_Caption_2024_test_000051,C0041618
ImageCLEFmedical_Caption_2024_test_000052,C0041618
ImageCLEFmedical_Caption_2024_test_000053,C1261316;C0002978
ImageCLEFmedical_Caption_2024_test_000054,C0024485;C0040405
ImageCLEFmedical_Caption_2024_test_000055,C0024485
ImageCLEFmedical_Caption_2024_test_000056,C0024485
ImageCLEFmedical_Caption_2024_test_000057,C0817096;C1306645
ImageCLEFmedical_Caption_2024_test_000058,C0040405
ImageCLEFmedical_Caption_2024_test_000059,C0817096;C0040405
ImageCLEFmedical_Caption_2024_test_000061,C0041618
ImageCLEFmedical_Caption_2024_test_000062,C1306645;C0037303
ImageCLEFmedical_Caption_2024_test_000063,C0000726;C1306645
ImageCLEFmedical_Caption_2024_test_000064,C0041618
ImageCLEFmedical_Caption_2024_test_000065,C0000726;C1306645
ImageCLEFmedical_Caption_2024_test_000066,C0000726;C1306645
ImageCLEFmedical_Caption_2024_test_000067,C0041618
ImageCLEFmedical_Caption_2024_test_000068,C0040405
ImageCLEFmedical_Caption_2024_test_000069,C1261316;C0002978
ImageCLEFmedical_Caption_2024_test_000070,C0031039;C0041618
ImageCLEFmedical_Caption_2024_test_000071,C1306645
ImageCLEFmedical_Caption_2024_test_000073,C0032743;C1699633;C0034606
ImageCLEFmedical_Caption_2024_test_000074,C0040405
ImageCLEFmedical_Caption_2024_test_000075,C0024485
ImageCLEFmedical_Caption_2024_test_000076,C0040405
ImageCLEFmedical_Caption_2024_test_000077,C0030797;C0024485
ImageCLEFmedical_Caption_2024_test_000078,C0040405
ImageCLEFmedical_Caption_2024_test_000079,C0041618
ImageCLEFmedical_Caption_2024_test_000080,C0041618
ImageCLEFmedical_Caption_2024_test_000081,C0040405
ImageCLEFmedical_Caption_2024_test_000082,C0040405
ImageCLEFmedical_Caption_2024_test_000083,C0002978;C0226032
ImageCLEFmedical_Caption_2024_test_000085,C0002978;C0226032
ImageCLEFmedical_Caption_2024_test_000086,C0024485
ImageCLEFmedical_Caption_2024_test_000087,C0007276;C0040405
ImageCLEFmedical_Caption_2024_test_000088,C0040405
ImageCLEFmedical_Caption_2024_test_000089,C0041618
ImageCLEFmedical_Caption_2024_test_000090,C1306645;C1140618
ImageCLEFmedical_Caption_2024_test_000091,C0024485
ImageCLEFmedical_Caption_2024_test_000092,C0040405
ImageCLEFmedical_Caption_2024_test_000093,C0040405
ImageCLEFmedical_Caption_2024_test_000094,C0002978
ImageCLEFmedical_Caption_2024_test_000095,C0041618
ImageCLEFmedical_Caption_2024_test_000097,C0002978
ImageCLEFmedical_Caption_2024_test_000098,C0032743
ImageCLEFmedical_Caption_2024_test_000099,C0024485
ImageCLEFmedical_Caption_2024_test_000100,C0041618
ImageCLEFmedical_Caption_2024_test_000101,C0024485
ImageCLEFmedical_Caption_2024_test_000102,C0006104;C0040405
ImageCLEFmedical_Caption_2024_test_000103,C1306645;C0037303
ImageCLEFmedical_Caption_2024_test_000104,C0040405
ImageCLEFmedical_Caption_2024_test_000105,C0041618
ImageCLEFmedical_Caption_2024_test_000106,C0041618
ImageCLEFmedical_Caption_2024_test_000107,C0002978
ImageCLEFmedical_Caption_2024_test_000109,C0041618
ImageCLEFmedical_Caption_2024_test_000110,C0032743
ImageCLEFmedical_Caption_2024_test_000111,C0040405
ImageCLEFmedical_Caption_2024_test_000112,C0024485
ImageCLEFmedical_Caption_2024_test_000113,C0817096;C1306645
ImageCLEFmedical_Caption_2024_test_000114,C0817096;C1306645
ImageCLEFmedical_Caption_2024_test_000115,C0031039;C0041618
ImageCLEFmedical_Caption_2024_test_000116,C0041618
ImageCLEFmedical_Caption_2024_test_000117,C0041618
ImageCLEFmedical_Caption_2024_test_000118,C0024485
ImageCLEFmedical_Caption_2024_test_000119,C0024485
ImageCLEFmedical_Caption_2024_test_000121,C0024485
ImageCLEFmedical_Caption_2024_test_000122,C0002978
ImageCLEFmedical_Caption_2024_test_000123,C0002978
ImageCLEFmedical_Caption_2024_test_000124,C0002978;C1306645
ImageCLEFmedical_Caption_2024_test_000125,C0040405
ImageCLEFmedical_Caption_2024_test_000126,C0024485
ImageCLEFmedical_Caption_2024_test_000127,C0040405
ImageCLEFmedical_Caption_2024_test_000128,C0040405
ImageCLEFmedical_Caption_2024_test_000129,C0032743
ImageCLEFmedical_Caption_2024_test_000130,C0023216;C1306645
ImageCLEFmedical_Caption_2024_test_000131,C0023216;C1306645
ImageCLEFmedical_Caption_2024_test_000133,C0023216;C1306645
ImageCLEFmedical_Caption_2024_test_000134,C0023216;C1306645
ImageCLEFmedical_Caption_2024_test_000135,C0040405
ImageCLEFmedical_Caption_2024_test_000136,C0030797;C0023216;C1306645
ImageCLEFmedical_Caption_2024_test_000137,C0040405
ImageCLEFmedical_Caption_2024_test_000138,C0024485
ImageCLEFmedical_Caption_2024_test_000139,C0024485
ImageCLEFmedical_Caption_2024_test_000140,C0817096;C1306645
ImageCLEFmedical_Caption_2024_test_000141,C0817096;C0040405
ImageCLEFmedical_Caption_2024_test_000142,C0817096;C1306645
ImageCLEFmedical_Caption_2024_test_000143,C0024485
ImageCLEFmedical_Caption_2024_test_000145,C0024485
ImageCLEFmedical_Caption_2024_test_000146,C0024485
ImageCLEFmedical_Caption_2024_test_000147,C0002978
ImageCLEFmedical_Caption_2024_test_000148,C0037949;C0027551;C1306645
ImageCLEFmedical_Caption_2024_test_000149,C0002978;C0027551;C1306645
ImageCLEFmedical_Caption_2024_test_000150,C0037949;C0002978;C0027551;C1306645
ImageCLEFmedical_Caption_2024_test_000151,C0002978
ImageCLEFmedical_Caption_2024_test_000152,C0002978
ImageCLEFmedical_Caption_2024_test_000153,C0040405
ImageCLEFmedical_Caption_2024_test_000154,C0817096;C0040405
ImageCLEFmedical_Caption_2024_test_000155,C1699633
ImageCLEFmedical_Caption_2024_test_000157,C0040405
ImageCLEFmedical_Caption_2024_test_000158,C0040405
ImageCLEFmedical_Caption_2024_test_000159,C0000726;C1306645
ImageCLEFmedical_Caption_2024_test_000160,C0040405
ImageCLEFmedical_Caption_2024_test_000161,C0040405
ImageCLEFmedical_Caption_2024_test_000162,C0040405
ImageCLEFmedical_Caption_2024_test_000163,C0041618
ImageCLEFmedical_Caption_2024_test_000164,C0817096;C1306645
ImageCLEFmedical_Caption_2024_test_000165,C0040405
ImageCLEFmedical_Caption_2024_test_000166,C0031039;C0040405
ImageCLEFmedical_Caption_2024_test_000167,C0817096;C0040405
ImageCLEFmedical_Caption_2024_test_000169,C0024485
ImageCLEFmedical_Caption_2024_test_000170,C0037949;C1306645
ImageCLEFmedical_Caption_2024_test_000171,C0037949;C1306645;C0037303
ImageCLEFmedical_Caption_2024_test_000172,C0041618
ImageCLEFmedical_Caption_2024_test_000173,C1306645;C0037303
ImageCLEFmedical_Caption_2024_test_000174,C1306645;C0037303
ImageCLEFmedical_Caption_2024_test_000175,C0024485
